0.0,0.0,0.0,0.0
1380.6998162596108,117.20061957852948,1510.3407722093575,Infinity
1510.3407722093575,-Infinity,1639.2925111261832,102.49426467384579
1510.3407722093575,102.49426467384579,1639.2925111261832,Infinity
1639.2925111261832,-Infinity,1759.9721351442608,102.2310779269595
1639.2925111261832,102.2310779269595,1759.9721351442608,Infinity
1759.9721351442608,-Infinity,1880.6546302316845,117.38808171952957
1759.9721351442608,117.38808171952957,1880.6546302316845,Infinity
1880.6546302316845,-Infinity,Infinity,117.84072864982349
1880.6546302316845,117.84072864982349,Infinity,Infinity
-Infinity,-Infinity,78.8691048319616,109.75788992946627
78.8691048319616,-Infinity,139.2690775963943,109.75788992946627
-Infinity,109.75788992946627,78.76008942366325,Infinity
78.76008942366325,109.75788992946627,139.2690775963943,Infinity
139.2690775963943,-Infinity,199.69695973676048,102.39151426107762
199.69695973676048,-Infinity,260.02725431906583,102.39151426107762
139.2690775963943,102.39151426107762,199.67681846787508,Infinity
199.67681846787508,102.39151426107762,260.02725431906583,Infinity
260.02725431906583,-Infinity,320.37434215455414,117.54715790393851
320.37434215455414,-Infinity,380.6822754473462,117.54715790393851
260.02725431906583,117.54715790393851,320.2690637184025,Infinity
320.2690637184025,117.54715790393851,380.6822754473462,Infinity
380.6822754473462,-Infinity,441.14851942932427,102.41205005961213
441.14851942932427,-Infinity,510.07862143991724,102.41205005961213
380.6822754473462,102.41205005961213,441.198856978104,Infinity
441.198856978104,102.41205005961213,510.07862143991724,Infinity
510.07862143991724,-Infinity,578.9209733139229,102.3983581407782
578.9209733139229,-Infinity,639.2780863754058,102.3983581407782
510.07862143991724,102.3983581407782,578.8376175360145,Infinity
578.8376175360145,102.3983581407782,639.2780863754058,Infinity
639.2780863754058,-Infinity,699.71287822106,117.87041055982431
699.71287822106,-Infinity,760.031207961711,117.87041055982431
639.2780863754058,117.87041055982431,699.523691144709,Infinity
699.523691144709,117.87041055982431,760.031207961711,Infinity
760.031207961711,-Infinity,820.1126963855118,117.89783503870714
820.1126963855118,-Infinity,880.672945861963,117.89783503870714
760.031207961711,117.89783503870714,820.3328392855602,Infinity
820.3328392855602,117.89783503870714,880.672945861963,Infinity
880.672945861963,-Infinity,941.0236794476206,102.19919402950686
941.0236794476206,-Infinity,1009.8978285844737,102.19919402950686
880.672945861963,102.19919402950686,941.2394895726093,Infinity
941.2394895726093,102.19919402950686,1009.8978285844737,Infinity
1009.8978285844737,-Infinity,1078.8723674993348,117.98947341001644
1078.8723674993348,-Infinity,1139.2792776418528,117.98947341001644
1009.8978285844737,117.98947341001644,1078.8236277114927,Infinity
1078.8236277114927,117.98947341001644,1139.2792776418528,Infinity
1139.2792776418528,-Infinity,1199.5986466980028,101.87298376774581
1199.5986466980028,-Infinity,1259.9668373999189,101.87298376774581
1139.2792776418528,101.87298376774581,1199.6363047635682,Infinity
1199.6363047635682,101.87298376774581,1259.9668373999189,Infinity
1259.9668373999189,-Infinity,1320.2524734669332,117.77810220766565
1320.2524734669332,-Infinity,1380.6998162596108,117.77810220766565
1259.9668373999189,117.77810220766565,1320.2469217481691,Infinity
1320.2469217481691,117.77810220766565,1380.6998162596108,Infinity
1380.6998162596108,-Infinity,1441.03353152371,117.20061957852948
1441.03353152371,-Infinity,1510.3407722093575,117.20061957852948
1380.6998162596108,117.20061957852948,1441.0973011205392,Infinity
1441.0973011205392,117.20061957852948,1510.3407722093575,Infinity
1510.3407722093575,-Infinity,1578.8569479072662,102.49426467384579
1578.8569479072662,-Infinity,1639.2925111261832,102.49426467384579
1510.3407722093575,102.49426467384579,1578.915733304768,Infinity
1578.915733304768,102.49426467384579,1639.2925111261832,Infinity
1639.2925111261832,-Infinity,1699.6596714110156,102.2310779269595
1699.6596714110156,-Infinity,1759.9721351442608,102.2310779269595
1639.2925111261832,102.2310779269595,1699.6741589927287,Infinity
1699.6741589927287,102.2310779269595,1759.9721351442608,Infinity
1759.9721351442608,-Infinity,1820.3469781569763,117.38808171952957
1820.3469781569763,-Infinity,1880.6546302316845,117.38808171952957
1759.9721351442608,117.38808171952957,1820.1847843905923,Infinity
1820.1847843905923,117.38808171952957,1880.6546302316845,Infinity
1880.6546302316845,-Infinity,1941.1656656492357,117.84072864982349
1941.1656656492357,-Infinity,Infinity,117.84072864982349
1880.6546302316845,117.84072864982349,1941.0514077084733,Infinity
1941.0514077084733,117.84072864982349,Infinity,Infinity
-Infinity,-Infinity,78.8691048319616,60.11507672003924
-Infinity,60.11507672003924,78.8691048319616,109.75788992946627
78.8691048319616,-Infinity,139.2690775963943,59.94000134408541
78.8691048319616,59.94000134408541,139.2690775963943,109.75788992946627
-Infinity,109.75788992946627,78.76008942366325,159.9234949982524
-Infinity,159.9234949982524,78.76008942366325,Infinity
78.76008942366325,109.75788992946627,139.2690775963943,159.98229687017763
78.76008942366325,159.98229687017763,139.2690775963943,Infinity
139.2690775963943,-Infinity,199.69695973676048,59.98202354004431
139.2690775963943,59.98202354004431,199.69695973676048,102.39151426107762
199.69695973676048,-Infinity,260.02725431906583,60.03211671762451
199.69695973676048,60.03211671762451,260.02725431906583,102.39151426107762
139.2690775963943,102.39151426107762,199.67681846787508,159.90609569867834
139.2690775963943,159.90609569867834,199.67681846787508,Infinity
199.67681846787508,102.39151426107762,260.02725431906583,160.01154942711065
199.67681846787508,160.01154942711065,260.02725431906583,Infinity
260.02725431906583,-Infinity,320.37434215455414,59.87519464917597
260.02725431906583,59.87519464917597,320.37434215455414,117.54715790393851
320.37434215455414,-Infinity,380.6822754473462,59.97417375109638
320.37434215455414,59.97417375109638,380.6822754473462,117.54715790393851
260.02725431906583,117.54715790393851,320.2690637184025,160.02639570871546
260.02725431906583,160.02639570871546,320.2690637184025,Infinity
320.2690637184025,117.54715790393851,380.6822754473462,159.99270937805704
320.2690637184025,159.99270937805704,380.6822754473462,Infinity
380.6822754473462,-Infinity,441.14851942932427,59.78902081621453
380.6822754473462,59.78902081621453,441.14851942932427,102.41205005961213
441.14851942932427,-Infinity,510.07862143991724,60.02047473549706
441.14851942932427,60.02047473549706,510.07862143991724,102.41205005961213
380.6822754473462,102.41205005961213,441.198856978104,159.95802623499696
380.6822754473462,159.95802623499696,441.198856978104,Infinity
441.198856978104,102.41205005961213,510.07862143991724,160.08107008267328
441.198856978104,160.08107008267328,510.07862143991724,Infinity
510.07862143991724,-Infinity,578.9209733139229,59.97108119048423
510.07862143991724,59.97108119048423,578.9209733139229,102.3983581407782
578.9209733139229,-Infinity,639.2780863754058,59.94806005701757
578.9209733139229,59.94806005701757,639.2780863754058,102.3983581407782
510.07862143991724,102.3983581407782,578.8376175360145,159.84936807564713
510.07862143991724,159.84936807564713,578.8376175360145,Infinity
578.8376175360145,102.3983581407782,639.2780863754058,160.0209977899339
578.8376175360145,160.0209977899339,639.2780863754058,Infinity
639.2780863754058,-Infinity,699.71287822106,60.03060181818529
639.2780863754058,60.03060181818529,699.71287822106,117.87041055982431
699.71287822106,-Infinity,760.031207961711,60.1520175562935
699.71287822106,60.1520175562935,760.031207961711,117.87041055982431
639.2780863754058,117.87041055982431,699.523691144709,160.01660580176514
639.2780863754058,160.01660580176514,699.523691144709,Infinity
699.523691144709,117.87041055982431,760.031207961711,160.00631869420698
699.523691144709,160.00631869420698,760.031207961711,Infinity
760.031207961711,-Infinity,820.1126963855118,59.999543159957625
760.031207961711,59.999543159957625,820.1126963855118,117.89783503870714
820.1126963855118,-Infinity,880.672945861963,60.02792827354746
820.1126963855118,60.02792827354746,880.672945861963,117.89783503870714
760.031207961711,117.89783503870714,820.3328392855602,160.070227835573
760.031207961711,160.070227835573,820.3328392855602,Infinity
820.3328392855602,117.89783503870714,880.672945861963,160.00434139039336
820.3328392855602,160.00434139039336,880.672945861963,Infinity
880.672945861963,-Infinity,941.0236794476206,59.959688940006714
880.672945861963,59.959688940006714,941.0236794476206,102.19919402950686
941.0236794476206,-Infinity,1009.8978285844737,60.06241328013997
941.0236794476206,60.06241328013997,1009.8978285844737,102.19919402950686
880.672945861963,102.19919402950686,941.2394895726093,160.03330283341558
880.672945861963,160.03330283341558,941.2394895726093,Infinity
941.2394895726093,102.19919402950686,1009.8978285844737,159.7666007576008
941.2394895726093,159.7666007576008,1009.8978285844737,Infinity
1009.8978285844737,-Infinity,1078.8723674993348,60.13077338987864
1009.8978285844737,60.13077338987864,1078.8723674993348,117.98947341001644
1078.8723674993348,-Infinity,1139.2792776418528,60.05667604857987
1078.8723674993348,60.05667604857987,1139.2792776418528,117.98947341001644
1009.8978285844737,117.98947341001644,1078.8236277114927,160.05125724948348
1009.8978285844737,160.05125724948348,1078.8236277114927,Infinity
1078.8236277114927,117.98947341001644,1139.2792776418528,160.06473114832954
1078.8236277114927,160.06473114832954,1139.2792776418528,Infinity
1139.2792776418528,-Infinity,1199.5986466980028,59.86813569671597
1139.2792776418528,59.86813569671597,1199.5986466980028,101.87298376774581
1199.5986466980028,-Infinity,1259.9668373999189,59.882814642718806
1199.5986466980028,59.882814642718806,1259.9668373999189,101.87298376774581
1139.2792776418528,101.87298376774581,1199.6363047635682,159.9446477414749
1139.2792776418528,159.9446477414749,1199.6363047635682,Infinity
1199.6363047635682,101.87298376774581,1259.9668373999189,159.88723175873173
1199.6363047635682,159.88723175873173,1259.9668373999189,Infinity
1259.9668373999189,-Infinity,1320.2524734669332,60.00177781837657
1259.9668373999189,60.00177781837657,1320.2524734669332,117.77810220766565
1320.2524734669332,-Infinity,1380.6998162596108,59.93845589717514
1320.2524734669332,59.93845589717514,1380.6998162596108,117.77810220766565
1259.9668373999189,117.77810220766565,1320.2469217481691,159.9799367950269
1259.9668373999189,159.9799367950269,1320.2469217481691,Infinity
1320.2469217481691,117.77810220766565,1380.6998162596108,159.99852041891396
1320.2469217481691,159.99852041891396,1380.6998162596108,Infinity
1380.6998162596108,-Infinity,1441.03353152371,59.91724090962658
1380.6998162596108,59.91724090962658,1441.03353152371,117.20061957852948
1441.03353152371,-Infinity,1510.3407722093575,59.96568540913812
1441.03353152371,59.96568540913812,1510.3407722093575,117.20061957852948
1380.6998162596108,117.20061957852948,1441.0973011205392,159.94389470973707
1380.6998162596108,159.94389470973707,1441.0973011205392,Infinity
1441.0973011205392,117.20061957852948,1510.3407722093575,159.9142631333238
1441.0973011205392,159.9142631333238,1510.3407722093575,Infinity
1510.3407722093575,-Infinity,1578.8569479072662,59.99163510536387
1510.3407722093575,59.99163510536387,1578.8569479072662,102.49426467384579
1578.8569479072662,-Infinity,1639.2925111261832,59.96419261142411
1578.8569479072662,59.96419261142411,1639.2925111261832,102.49426467384579
1510.3407722093575,102.49426467384579,1578.915733304768,160.01777563485848
1510.3407722093575,160.01777563485848,1578.915733304768,Infinity
1578.915733304768,102.49426467384579,1639.2925111261832,159.91716587889184
1578.915733304768,159.91716587889184,1639.2925111261832,Infinity
1639.2925111261832,-Infinity,1699.6596714110156,59.84029434993441
1639.2925111261832,59.84029434993441,1699.6596714110156,102.2310779269595
1699.6596714110156,-Infinity,1759.9721351442608,60.16847760407624
1699.6596714110156,60.16847760407624,1759.9721351442608,102.2310779269595
1639.2925111261832,102.2310779269595,1699.6741589927287,159.93207277837536
1639.2925111261832,159.93207277837536,1699.6741589927287,Infinity
1699.6741589927287,102.2310779269595,1759.9721351442608,159.9372303071041
1699.6741589927287,159.9372303071041,1759.9721351442608,Infinity
1759.9721351442608,-Infinity,1820.3469781569763,59.824334494864516
1759.9721351442608,59.824334494864516,1820.3469781569763,117.38808171952957
1820.3469781569763,-Infinity,1880.6546302316845,59.9941463165878
1820.3469781569763,59.9941463165878,1880.6546302316845,117.38808171952957
1759.9721351442608,117.38808171952957,1820.1847843905923,160.0985440827427
1759.9721351442608,160.0985440827427,1820.1847843905923,Infinity
1820.1847843905923,117.38808171952957,1880.6546302316845,159.99623655202026
1820.1847843905923,159.99623655202026,1880.6546302316845,Infinity
1880.6546302316845,-Infinity,1941.1656656492357,60.00481065329317
1880.6546302316845,60.00481065329317,1941.1656656492357,117.84072864982349
1941.1656656492357,-Infinity,Infinity,59.962632022368
1941.1656656492357,59.962632022368,Infinity,117.84072864982349
1880.6546302316845,117.84072864982349,1941.0514077084733,160.02273299986
1880.6546302316845,160.02273299986,1941.0514077084733,Infinity
1941.0514077084733,117.84072864982349,Infinity,159.91647859150598
1941.0514077084733,159.91647859150598,Infinity,Infinity
