5.0,0.0,0.0,0.0
1760.0430843625113,1260.041320351077,Infinity,1380.6953572725583
1760.0430843625113,1380.6953572725583,Infinity,1509.9723318480978
1510.101986602914,1509.9723318480978,1760.0370502859928,1639.3431168511872
1510.101986602914,1639.3431168511872,1760.0370502859928,1759.982104291599
1510.101986602914,1759.982104291599,1639.395756822413,Infinity
1639.395756822413,1759.982104291599,1760.0370502859928,Infinity
1760.0370502859928,1509.9723318480978,Infinity,1639.3922909706314
1760.0370502859928,1639.3922909706314,Infinity,1760.0132122949988
1760.0370502859928,1760.0132122949988,1880.703156362241,Infinity
1880.703156362241,1760.0132122949988,Infinity,Infinity
-Infinity,-Infinity,139.25957514080193,139.29765878887798
139.25957514080193,-Infinity,259.9890793927465,139.29765878887798
-Infinity,139.29765878887798,139.30239028712748,259.9994121889589
139.30239028712748,139.29765878887798,259.9890793927465,259.9994121889589
-Infinity,259.9994121889589,139.32933863270677,380.69805333083764
139.32933863270677,259.9994121889589,259.9890793927465,380.69805333083764
-Infinity,380.69805333083764,139.30596798000425,509.62808309838204
139.30596798000425,380.69805333083764,259.9890793927465,509.62808309838204
259.9890793927465,-Infinity,380.6532903222668,139.30128516073222
259.9890793927465,139.30128516073222,380.6532903222668,259.9852417181577
380.6532903222668,-Infinity,510.4111185764125,139.26393284350664
380.6532903222668,139.26393284350664,510.4111185764125,259.9852417181577
259.9890793927465,259.9852417181577,380.6878138376259,380.7842216992161
259.9890793927465,380.7842216992161,380.6878138376259,509.62808309838204
380.6878138376259,259.9852417181577,510.4111185764125,380.6375741376779
380.6878138376259,380.6375741376779,510.4111185764125,509.62808309838204
510.4111185764125,-Infinity,639.3766731861291,139.35821416464555
639.3766731861291,-Infinity,760.1011348400929,139.35821416464555
510.4111185764125,139.35821416464555,639.2398253230868,260.0103382300082
639.2398253230868,139.35821416464555,760.1011348400929,260.0103382300082
760.1011348400929,-Infinity,880.7028758942417,139.30339487514277
880.7028758942417,-Infinity,1009.8606572153249,139.30339487514277
760.1011348400929,139.30339487514277,880.9090576696661,260.0103382300082
880.9090576696661,139.30339487514277,1009.8606572153249,260.0103382300082
510.4111185764125,260.0103382300082,639.3475501638765,380.60075485072093
510.4111185764125,380.60075485072093,639.3475501638765,509.62808309838204
639.3475501638765,260.0103382300082,759.9600058396754,380.7371425922877
639.3475501638765,380.7371425922877,759.9600058396754,509.62808309838204
759.9600058396754,260.0103382300082,880.6490945216121,380.6547415652723
759.9600058396754,380.6547415652723,880.6490945216121,509.62808309838204
880.6490945216121,260.0103382300082,1009.8606572153249,380.7018970143326
880.6490945216121,380.7018970143326,1009.8606572153249,509.62808309838204
-Infinity,509.62808309838204,139.43021946577585,639.3018953572307
139.43021946577585,509.62808309838204,259.96720932597475,639.3018953572307
-Infinity,639.3018953572307,139.1695239079584,760.0206845150585
139.1695239079584,639.3018953572307,259.96720932597475,760.0206845150585
259.96720932597475,509.62808309838204,380.6386608054782,639.4846773692611
259.96720932597475,639.4846773692611,380.6386608054782,760.0206845150585
380.6386608054782,509.62808309838204,510.0844866479268,639.0910156762197
380.6386608054782,639.0910156762197,510.0844866479268,760.0206845150585
-Infinity,760.0206845150585,139.2967779478619,880.6379684005129
-Infinity,880.6379684005129,139.2967779478619,1009.813979957986
139.2967779478619,760.0206845150585,260.02234748262447,880.6547719157517
139.2967779478619,880.6547719157517,260.02234748262447,1009.813979957986
260.02234748262447,760.0206845150585,380.75420254387507,880.6447023021502
380.75420254387507,760.0206845150585,510.0844866479268,880.6447023021502
260.02234748262447,880.6447023021502,380.65645261302484,1009.813979957986
380.65645261302484,880.6447023021502,510.0844866479268,1009.813979957986
510.0844866479268,509.62808309838204,639.3509518879428,639.3244435747038
639.3509518879428,509.62808309838204,759.92650206155,639.3244435747038
510.0844866479268,639.3244435747038,639.4035653184646,760.0609480485937
639.4035653184646,639.3244435747038,759.92650206155,760.0609480485937
759.92650206155,509.62808309838204,880.6802830558211,639.2401094837666
759.92650206155,639.2401094837666,880.6802830558211,760.0609480485937
880.6802830558211,509.62808309838204,1009.8606572153249,639.3525727825131
880.6802830558211,639.3525727825131,1009.8606572153249,760.0609480485937
510.0844866479268,760.0609480485937,639.2441029524036,880.6473760993832
510.0844866479268,880.6473760993832,639.2441029524036,1009.813979957986
639.2441029524036,760.0609480485937,760.0124275145992,880.663569573008
639.2441029524036,880.663569573008,760.0124275145992,1009.813979957986
760.0124275145992,760.0609480485937,880.6212363191479,880.6177602863372
760.0124275145992,880.6177602863372,880.6212363191479,1009.813979957986
880.6212363191479,760.0609480485937,1009.8606572153249,880.6990500662419
880.6212363191479,880.6990500662419,1009.8606572153249,1009.813979957986
-Infinity,1009.813979957986,139.3264894715373,1139.3641755343124
139.3264894715373,1009.813979957986,259.99540532077447,1139.3641755343124
-Infinity,1139.3641755343124,139.3479488059994,1260.0038706003097
139.3479488059994,1139.3641755343124,259.99540532077447,1260.0038706003097
259.99540532077447,1009.813979957986,380.59610710839263,1139.2953849001358
380.59610710839263,1009.813979957986,509.6951365674292,1139.2953849001358
259.99540532077447,1139.2953849001358,380.6896863916429,1260.0038706003097
380.6896863916429,1139.2953849001358,509.6951365674292,1260.0038706003097
-Infinity,1260.0038706003097,139.44044636252957,1380.6215158105183
139.44044636252957,1260.0038706003097,259.95182801740907,1380.6215158105183
-Infinity,1380.6215158105183,139.30943949162906,1509.7741217210537
139.30943949162906,1380.6215158105183,259.95182801740907,1509.7741217210537
259.95182801740907,1260.0038706003097,380.6809734909692,1380.6594151957888
380.6809734909692,1260.0038706003097,509.6951365674292,1380.6594151957888
259.95182801740907,1380.6594151957888,380.72015822609853,1509.7741217210537
380.72015822609853,1380.6594151957888,509.6951365674292,1509.7741217210537
509.6951365674292,1009.813979957986,639.406684719985,1139.1516034033718
509.6951365674292,1139.1516034033718,639.406684719985,1259.9750529393632
639.406684719985,1009.813979957986,759.9881025699483,1139.4666787697718
639.406684719985,1139.4666787697718,759.9881025699483,1259.9750529393632
509.6951365674292,1259.9750529393632,639.289163399324,1380.6946675506238
509.6951365674292,1380.6946675506238,639.289163399324,1509.7741217210537
639.289163399324,1259.9750529393632,759.9881025699483,1380.818728279739
639.289163399324,1380.818728279739,759.9881025699483,1509.7741217210537
759.9881025699483,1009.813979957986,880.7452294454071,1139.3909291417194
880.7452294454071,1009.813979957986,1009.8606572153249,1139.3909291417194
759.9881025699483,1139.3909291417194,880.6939257975423,1260.007504609412
880.6939257975423,1139.3909291417194,1009.8606572153249,1260.007504609412
759.9881025699483,1260.007504609412,880.7257411874309,1380.6576183926402
880.7257411874309,1260.007504609412,1009.8606572153249,1380.6576183926402
759.9881025699483,1380.6576183926402,880.679140028226,1509.7741217210537
880.679140028226,1380.6576183926402,1009.8606572153249,1509.7741217210537
-Infinity,1509.7741217210537,139.31677168061276,1639.3267961702775
139.31677168061276,1509.7741217210537,259.98260515775763,1639.3267961702775
-Infinity,1639.3267961702775,139.37874700168538,1760.0473298533407
139.37874700168538,1639.3267961702775,259.98260515775763,1760.0473298533407
259.98260515775763,1509.7741217210537,380.6839325565596,1639.3006090870551
259.98260515775763,1639.3006090870551,380.6839325565596,1760.0473298533407
380.6839325565596,1509.7741217210537,509.8625415425457,1639.4070063337758
380.6839325565596,1639.4070063337758,509.8625415425457,1760.0473298533407
-Infinity,1760.0473298533407,139.1781898998595,1880.6558673164795
139.1781898998595,1760.0473298533407,260.03994108142984,1880.6558673164795
-Infinity,1880.6558673164795,139.36665176840825,Infinity
139.36665176840825,1880.6558673164795,260.03994108142984,Infinity
260.03994108142984,1760.0473298533407,380.8167387072028,1880.6937786463136
380.8167387072028,1760.0473298533407,509.8625415425457,1880.6937786463136
260.03994108142984,1880.6937786463136,380.61063998741946,Infinity
380.61063998741946,1880.6937786463136,509.8625415425457,Infinity
509.8625415425457,1509.7741217210537,639.3289310135285,1639.315238826204
639.3289310135285,1509.7741217210537,759.9653998418855,1639.315238826204
509.8625415425457,1639.315238826204,639.1972728524613,1760.0043177984053
639.1972728524613,1639.315238826204,759.9653998418855,1760.0043177984053
759.9653998418855,1509.7741217210537,880.6134299429702,1639.294075556699
880.6134299429702,1509.7741217210537,1009.8606572153249,1639.294075556699
759.9653998418855,1639.294075556699,880.5961231366567,1760.0043177984053
880.5961231366567,1639.294075556699,1009.8606572153249,1760.0043177984053
509.8625415425457,1760.0043177984053,639.3747237197106,1880.7220658812862
509.8625415425457,1880.7220658812862,639.3747237197106,Infinity
639.3747237197106,1760.0043177984053,760.0226510981829,1880.7345544555037
639.3747237197106,1880.7345544555037,760.0226510981829,Infinity
760.0226510981829,1760.0043177984053,880.7509490102422,1880.612229317878
760.0226510981829,1880.612229317878,880.7509490102422,Infinity
880.7509490102422,1760.0043177984053,1009.8606572153249,1880.561752791639
880.7509490102422,1880.561752791639,1009.8606572153249,Infinity
1009.8606572153249,-Infinity,1139.3263058530863,139.20937727718137
1009.8606572153249,139.20937727718137,1139.3263058530863,259.96352164801596
1139.3263058530863,-Infinity,1260.0076240103954,139.2990052178577
1139.3263058530863,139.2990052178577,1260.0076240103954,259.96352164801596
1260.0076240103954,-Infinity,1380.6791201596504,139.31198008053252
1380.6791201596504,-Infinity,1509.9928375492113,139.31198008053252
1260.0076240103954,139.31198008053252,1380.727990747971,259.96352164801596
1380.727990747971,139.31198008053252,1509.9928375492113,259.96352164801596
1009.8606572153249,259.96352164801596,1139.4105049675568,380.75843269605593
1139.4105049675568,259.96352164801596,1260.0120004155522,380.75843269605593
1009.8606572153249,380.75843269605593,1139.3284154352548,509.80342387151444
1139.3284154352548,380.75843269605593,1260.0120004155522,509.80342387151444
1260.0120004155522,259.96352164801596,1380.5602246835012,380.66583914347007
1380.5602246835012,259.96352164801596,1509.9928375492113,380.66583914347007
1260.0120004155522,380.66583914347007,1380.7554193374988,509.80342387151444
1380.7554193374988,380.66583914347007,1509.9928375492113,509.80342387151444
1009.8606572153249,509.80342387151444,1139.4023566645033,639.3654598263256
1139.4023566645033,509.80342387151444,1260.0044352147336,639.3654598263256
1009.8606572153249,639.3654598263256,1139.2421426622902,759.9812448748085
1139.2421426622902,639.3654598263256,1260.0044352147336,759.9812448748085
1260.0044352147336,509.80342387151444,1380.7015351632665,639.4019047478937
1260.0044352147336,639.4019047478937,1380.7015351632665,759.9812448748085
1380.7015351632665,509.80342387151444,1509.9928375492113,639.2593679901222
1380.7015351632665,639.2593679901222,1509.9928375492113,759.9812448748085
1009.8606572153249,759.9812448748085,1139.3136420617525,880.6424670490549
1009.8606572153249,880.6424670490549,1139.3136420617525,1010.0688010022332
1139.3136420617525,759.9812448748085,1260.090848588885,880.5597669292265
1139.3136420617525,880.5597669292265,1260.090848588885,1010.0688010022332
1260.090848588885,759.9812448748085,1380.6772291628838,880.7934175445178
1260.090848588885,880.7934175445178,1380.6772291628838,1010.0688010022332
1380.6772291628838,759.9812448748085,1509.9928375492113,880.6989938378048
1380.6772291628838,880.6989938378048,1509.9928375492113,1010.0688010022332
1509.9928375492113,-Infinity,1639.4316725132985,139.37002120487134
1639.4316725132985,-Infinity,1759.970594402389,139.37002120487134
1509.9928375492113,139.37002120487134,1639.2121347049317,259.97539833885827
1639.2121347049317,139.37002120487134,1759.970594402389,259.97539833885827
1759.970594402389,-Infinity,1880.7011690131815,139.18703511724192
1759.970594402389,139.18703511724192,1880.7011690131815,259.97539833885827
1880.7011690131815,-Infinity,Infinity,139.31488082597937
1880.7011690131815,139.31488082597937,Infinity,259.97539833885827
1509.9928375492113,259.97539833885827,1639.370471504043,380.7771187211655
1639.370471504043,259.97539833885827,1759.9301119316528,380.7771187211655
1509.9928375492113,380.7771187211655,1639.365642013121,509.83145509654696
1639.365642013121,380.7771187211655,1759.9301119316528,509.83145509654696
1759.9301119316528,259.97539833885827,1880.6418705279677,380.62040172176086
1880.6418705279677,259.97539833885827,Infinity,380.62040172176086
1759.9301119316528,380.62040172176086,1880.7865983966542,509.83145509654696
1880.7865983966542,380.62040172176086,Infinity,509.83145509654696
1509.9928375492113,509.83145509654696,1639.2699853517006,639.3250812307575
1639.2699853517006,509.83145509654696,1759.9846991720924,639.3250812307575
